id,amenity_type,amenity_name,postalcode,lat,lon,amenity_category_id,pa_id,sz_id,rn_id,geom,created_at
26466,childcare,my first skool,822682,1.40341173035021,103.915952029184,2,16,276,41001,,2025-11-01 15:11:09.376889+00
26467,childcare,my first skool,823312,1.41090728243885,103.901186083679,2,16,292,21722,,2025-11-01 15:11:09.376889+00
26468,childcare,my first skool,828761,1.40653610720599,103.901988174009,2,16,292,42405,,2025-11-01 15:11:09.376889+00
26469,childcare,my first skool,828803,1.40717643206793,103.904437062699,2,16,292,40268,,2025-11-01 15:11:09.376889+00
26470,childcare,my first skool,681815,1.37607845963534,103.746903123618,2,9,173,31243,,2025-11-01 15:11:09.376889+00
26471,childcare,my first skool,570153,1.34608594962051,103.855078300546,2,51,178,14247,,2025-11-01 15:11:09.376889+00
26472,childcare,my first skool,570236,1.35900490096457,103.847006583662,2,51,331,28437,,2025-11-01 15:11:09.376889+00
26473,childcare,my first skool,570245,1.36033727295522,103.843963455351,2,51,331,28759,,2025-11-01 15:11:09.376889+00
26474,childcare,my first skool,600209,1.33782545502904,103.740093369011,2,12,212,29373,,2025-11-01 15:11:09.376889+00
26475,childcare,my first skool,608532,1.33402528745454,103.742586017746,2,12,97,32741,,2025-11-01 15:11:09.376889+00
26476,childcare,my first skool,650291,1.34366765888523,103.756051704951,2,3,213,35339,,2025-11-01 15:11:09.376889+00
26477,childcare,my first skool,659841,1.34898738780681,103.758195830417,2,3,198,29603,,2025-11-01 15:11:09.376889+00
26478,childcare,my first skool,650438,1.35809190367645,103.739958241142,2,3,180,32064,,2025-11-01 15:11:09.376889+00
26479,childcare,my first skool,750120,1.44565250238175,103.831432706663,2,19,273,29248,,2025-11-01 15:11:09.376889+00
26480,childcare,my first skool,750303,1.44468991469643,103.822441628648,2,19,271,29198,,2025-11-01 15:11:09.376889+00
26481,childcare,my first skool,750331,1.44752925933651,103.816660883817,2,19,271,31738,,2025-11-01 15:11:09.376889+00
26482,childcare,my first skool,750491,1.45611278091708,103.81771658208,2,19,314,31184,,2025-11-01 15:11:09.376889+00
26483,childcare,my first skool,751507,1.45273079790604,103.82396690003,2,19,310,33128,,2025-11-01 15:11:09.376889+00
26484,childcare,my first skool,758459,1.44176714768658,103.82449507433,2,19,323,26881,,2025-11-01 15:11:09.376889+00
26485,childcare,my first skool,760423,1.4228283841566,103.848171891774,2,55,306,31072,,2025-11-01 15:11:09.376889+00
26486,childcare,my first skool,760612,1.4203647522769,103.835413305718,2,55,268,29085,,2025-11-01 15:11:09.376889+00
26487,childcare,my first skool,762509,1.4137997574815,103.840131914098,2,55,216,30827,,2025-11-01 15:11:09.376889+00
26488,childcare,my first skool,824322,1.41003628408203,103.896380215762,2,16,292,27216,,2025-11-01 15:11:09.376889+00
26489,childcare,my first skool,643648,1.33896759937127,103.697949808194,2,13,214,25795,,2025-11-01 15:11:09.376889+00
26490,childcare,my first skool,730848,1.44178218339205,103.79175814028,2,33,321,35650,,2025-11-01 15:11:09.376889+00
26491,childcare,my first skool,761796,1.41935682968803,103.833073419119,2,55,265,29150,,2025-11-01 15:11:09.376889+00
26492,childcare,my first skool,370082,1.3243273885009,103.89010527983,2,53,93,26752,,2025-11-01 15:11:09.376889+00
26493,childcare,my first skool,640756,1.34932675149834,103.700721847068,2,13,259,26088,,2025-11-01 15:11:09.376889+00
26494,childcare,my first skool (ds),730742,1.44392118162242,103.79603161214,2,33,270,15090,,2025-11-01 15:11:09.376889+00
26495,childcare,my jolly educare pte ltd,487274,1.33946739710497,103.958781788272,2,47,196,38659,,2025-11-01 15:11:09.376889+00
26496,childcare,my first skool,310055,1.33735976238872,103.851197798338,2,29,104,37030,,2025-11-01 15:11:09.376889+00
26497,childcare,my first skool,310192,1.33166814039843,103.850487239152,2,29,96,28399,,2025-11-01 15:11:09.376889+00
26498,childcare,my first skool,310219,1.34276433036613,103.855872568822,2,29,194,31994,,2025-11-01 15:11:09.376889+00
26499,childcare,my first skool,310236,1.34027350862623,103.852085017468,2,29,205,34663,,2025-11-01 15:11:09.376889+00
26500,childcare,my first skool,310248,1.33136728254447,103.855870271502,2,29,94,23000,,2025-11-01 15:11:09.376889+00
26501,childcare,my first skool,311014,1.33626820433655,103.858315233824,2,29,103,33959,,2025-11-01 15:11:09.376889+00
26502,childcare,my first skool,330049,1.32448736921252,103.866368174951,2,22,174,25036,,2025-11-01 15:11:09.376889+00
26503,childcare,my first skool,330066,1.32053916653117,103.869690844658,2,22,124,9914,,2025-11-01 15:11:09.376889+00
26504,childcare,my first skool,399910,1.30866637442958,103.88143130118,2,53,301,3939,,2025-11-01 15:11:09.376889+00
26505,childcare,pcf sparkletots preschool @ kebun baru blk 109 (cc),560109,1.370096534826,103.837687774337,2,52,111,20316,,2025-11-01 15:11:09.376889+00
26506,childcare,pcf sparkletots preschool @ kebun baru blk 172 (cc),560172,1.37469422067974,103.836462874222,2,52,111,14304,,2025-11-01 15:11:09.376889+00
26507,childcare,pcf sparkletots preschool @ kebun baru blk 180 (cc),560180,1.37667705681219,103.838361041106,2,52,111,13609,,2025-11-01 15:11:09.376889+00
26508,childcare,pcf sparkletots preschool @ kebun baru blk 260b (cc),562260,1.36886409729932,103.833954206567,2,52,329,25160,,2025-11-01 15:11:09.376889+00
26509,childcare,pcf sparkletots preschool @ kembangan chai chee blk 116 (ds),410116,1.32278532818172,103.911863015232,2,1,149,39032,,2025-11-01 15:11:09.376889+00
26510,childcare,pcf sparkletots preschool @ kembangan chai chee blk 32 (cc),461032,1.32371727806337,103.925001089388,2,1,149,42477,,2025-11-01 15:11:09.376889+00
26511,childcare,pcf sparkletots preschool @ kembangan chai chee blk 341 (cc),400341,1.32671260469906,103.901560753079,2,53,99,29720,,2025-11-01 15:11:09.376889+00
26512,childcare,pcf sparkletots preschool @ kolam ayer blk 26b (cc),322026,1.32166861437131,103.862717916875,2,22,174,2746,,2025-11-01 15:11:09.376889+00
26513,childcare,pcf sparkletots preschool @ kolam ayer blk 39 (cc),330039,1.32075604290592,103.866219436779,2,22,174,25035,,2025-11-01 15:11:09.376889+00
26514,childcare,pcf sparkletots preschool @ kolam ayer blk 52 (cc),380052,1.31690013507091,103.880328114616,2,53,301,2141,,2025-11-01 15:11:09.376889+00
26515,childcare,pcf sparkletots preschool @ kreta ayer-kim seng blk 79 (ds),161079,1.29107461638082,103.828690178431,2,4,23,7456,,2025-11-01 15:11:09.376889+00
26516,childcare,pcf sparkletots preschool @ kreta ayer-kim seng blk 8 (ds),380008,1.31298449250122,103.870430264756,2,22,130,8706,,2025-11-01 15:11:09.376889+00
26517,childcare,pcf sparkletots preschool @ limbang blk 543 (ey),680543,1.39402626102488,103.744121086609,2,9,256,30358,,2025-11-01 15:11:09.376889+00
26518,childcare,pcf sparkletots preschool @ limbang blk 567 (cc),680567,1.39513212358428,103.745875296334,2,9,256,30358,,2025-11-01 15:11:09.376889+00
26519,childcare,pcf sparkletots preschool @ limbang blk 786 (ey),680786,1.39508340180636,103.748349083864,2,9,256,14531,,2025-11-01 15:11:09.376889+00
26520,childcare,pcf sparkletots preschool @ macpherson blk 54 (cc),370054,1.32385643974553,103.887585361411,2,53,93,33876,,2025-11-01 15:11:09.376889+00
26521,childcare,pcf sparkletots preschool @ marine parade blk 46 (ds),440046,1.30510474291299,103.912659621658,2,39,143,43950,,2025-11-01 15:11:09.376889+00
26522,childcare,pcf sparkletots preschool @ marsiling (cc),738621,1.43583172825567,103.780638938914,2,33,322,21462,,2025-11-01 15:11:09.376889+00
26523,childcare,pcf sparkletots preschool @ marsiling blk 12 (cc),730012,1.44051411311636,103.778621618795,2,33,322,33852,,2025-11-01 15:11:09.376889+00
26524,childcare,pcf sparkletots preschool @ marymount blk 219 (cc),570219,1.35739727070273,103.849430249889,2,51,331,14270,,2025-11-01 15:11:09.376889+00
26525,childcare,pcf sparkletots preschool @ marymount blk 231 (ds),570231,1.35729122095242,103.845845691857,2,51,331,28434,,2025-11-01 15:11:09.376889+00
26526,childcare,pcf sparkletots preschool @ marymount blk 257 (cc),570257,1.35971686910652,103.843103112862,2,51,331,22237,,2025-11-01 15:11:09.376889+00
26527,childcare,pcf sparkletots preschool @ moulmein-cairnhill blk 10 (ds),210010,1.31391658403565,103.852209772221,2,22,129,6933,,2025-11-01 15:11:09.376889+00
26528,childcare,pcf sparkletots preschool @ moulmein-cairnhill blk 50 (cc),210050,1.31313098947673,103.850867853434,2,22,129,9691,,2025-11-01 15:11:09.376889+00
26529,childcare,pcf sparkletots preschool @ chua chu kang blk 19 (cc),680019,1.37939430076838,103.752949446893,2,9,244,14452,,2025-11-01 15:11:09.376889+00
26530,childcare,pcf sparkletots preschool @ chua chu kang blk 3 (cc),680003,1.38247655729433,103.752527979439,2,9,244,14461,,2025-11-01 15:11:09.376889+00
26531,childcare,pcf sparkletots preschool @ clementi blk 330 (ds),120330,1.31374469736137,103.767781829665,2,10,119,11124,,2025-11-01 15:11:09.376889+00
26532,childcare,pcf sparkletots preschool @ clementi blk 420a (cc),120420,1.31004548153482,103.769123847172,2,10,60,11118,,2025-11-01 15:11:09.376889+00
26533,childcare,pcf sparkletots preschool @ clementi blk 445 (ey),120445,1.3133593246978,103.763902577562,2,10,128,11137,,2025-11-01 15:11:09.376889+00
26534,childcare,pcf sparkletots preschool @ clementi blk 462a (ey),121462,1.31150063762246,103.765637482369,2,10,128,12751,,2025-11-01 15:11:09.376889+00
26535,childcare,pcf sparkletots preschool @ eunos blk 122 (cc),470122,1.33197886360406,103.910623674092,2,1,211,41863,,2025-11-01 15:11:09.376889+00
26536,childcare,pcf sparkletots preschool @ eunos blk 134 (cc),470134,1.33277860059156,103.912631130412,2,1,211,41861,,2025-11-01 15:11:09.376889+00
26537,childcare,pcf sparkletots preschool @ eunos blk 620 (cc),470620,1.33433431947707,103.917712563306,2,1,211,38751,,2025-11-01 15:11:09.376889+00
26538,childcare,pcf sparkletots preschool @ eunos blk 629 (cc),470629,1.33439906579295,103.914501169896,2,1,211,41146,,2025-11-01 15:11:09.376889+00
26539,childcare,pcf sparkletots preschool @ fengshan blk 108 (cc),460108,1.33274007206793,103.936223527338,2,1,95,41690,,2025-11-01 15:11:09.376889+00
26540,childcare,pcf sparkletots preschool @ fengshan blk 115 (cc),460115,1.33143367172493,103.936865411478,2,1,95,37663,,2025-11-01 15:11:09.376889+00
26541,childcare,pcf sparkletots preschool @ fengshan blk 126 (ds),460126,1.3281682927413,103.938917895267,2,1,95,41679,,2025-11-01 15:11:09.376889+00
26542,childcare,pcf sparkletots preschool @ fengshan blk 184  (cc),460184,1.32609461491479,103.941385899935,2,1,95,41100,,2025-11-01 15:11:09.376889+00
26543,childcare,pcf sparkletots preschool @ fengshan blk 76 (cc),460076,1.32830648856652,103.942065702242,2,1,95,38047,,2025-11-01 15:11:09.376889+00
26544,childcare,pcf sparkletots preschool @ fernvale blk 416a (ds),791416,1.39061196174241,103.879963567349,2,20,239,32332,,2025-11-01 15:11:09.376889+00
26545,childcare,pcf sparkletots preschool @ fernvale blk 436d (ey),794436,1.39217873388269,103.876627577892,2,20,239,18983,,2025-11-01 15:11:09.376889+00
26546,childcare,pcf sparkletots preschool @ fernvale blk 443 (ey),791443,1.39118065606277,103.874321610515,2,20,239,34031,,2025-11-01 15:11:09.376889+00
26547,childcare,pcf sparkletots preschool @ fernvale blk 455 (cc),790455,1.39183688080295,103.871190384288,2,20,239,26242,,2025-11-01 15:11:09.376889+00
26548,childcare,pcf sparkletots preschool @ fernvale blk 469b (ey),792469,1.39585256284319,103.877684913188,2,20,239,27404,,2025-11-01 15:11:09.376889+00
26549,childcare,pcf sparkletots preschool @ geylang serai blk 412 (cc),400413,1.31851756915001,103.898787547906,2,53,121,904,,2025-11-01 15:11:09.376889+00
26550,childcare,pcf sparkletots preschool @ henderson-dawson blk 59 (cc),142059,1.29318963535143,103.811252597146,2,17,86,1690,,2025-11-01 15:11:09.376889+00
26551,childcare,pcf sparkletots preschool @ hong kah north blk 345 (cc),650345,1.36284881420897,103.750843246779,2,3,161,29784,,2025-11-01 15:11:09.376889+00
26552,childcare,pcf sparkletots preschool @ hong kah north blk 419 (cc),650419,1.36179958755686,103.746031525951,2,3,161,29773,,2025-11-01 15:11:09.376889+00
26553,childcare,pcf sparkletots preschool @ hong kah north blk 446 (ds),650446,1.35017338232674,103.739086387409,2,3,180,24183,,2025-11-01 15:11:09.376889+00
26554,childcare,pcf sparkletots preschool @ nanyang blk 825 (cc),640825,1.34619008917109,103.693228524675,2,13,259,15816,,2025-11-01 15:11:09.376889+00
26555,childcare,pcf sparkletots preschool @ nanyang blk 922 (cc),640922,1.33908791733836,103.689229118121,2,13,259,33145,,2025-11-01 15:11:09.376889+00
26556,childcare,pcf sparkletots preschool @ nee soon central blk 646 (ds),760646,1.42211202299165,103.837491394187,2,55,268,29174,,2025-11-01 15:11:09.376889+00
26557,childcare,pcf sparkletots preschool @ nee soon central blk 671 (ds),760671,1.41919116256839,103.841581273115,2,55,268,30751,,2025-11-01 15:11:09.376889+00
26558,childcare,pcf sparkletots preschool @ nee soon central blk 723 (cc),760723,1.42596202307698,103.829779475045,2,55,316,29067,,2025-11-01 15:11:09.376889+00
26559,childcare,pcf sparkletots preschool @ nee soon east blk 312 (cc),760312,1.4315823437928,103.841280619836,2,55,306,34317,,2025-11-01 15:11:09.376889+00
26560,childcare,pcf sparkletots preschool @ nee soon east blk 333d (cc),764333,1.43208984757784,103.846198343857,2,55,306,24706,,2025-11-01 15:11:09.376889+00
26561,childcare,pcf sparkletots preschool @ nee soon east blk 357 (ey),760357,1.42590765390756,103.845994790132,2,55,306,30907,,2025-11-01 15:11:09.376889+00
26562,childcare,pcf sparkletots preschool @ nee soon east blk 367 (ey),760367,1.42959194362714,103.845121450591,2,55,306,33863,,2025-11-01 15:11:09.376889+00
26563,childcare,pcf sparkletots preschool @ nee soon link blk 446 (cc),760446,1.42303228507753,103.845159836452,2,55,306,31072,,2025-11-01 15:11:09.376889+00
26564,childcare,pcf sparkletots preschool @ nee soon link blk 461 (cc),760461,1.42841471029657,103.849972832051,2,55,306,33125,,2025-11-01 15:11:09.376889+00
26565,childcare,pcf sparkletots preschool @ nee soon south blk 781 (cc),760781,1.42218596101412,103.83235964072,2,55,265,29076,,2025-11-01 15:11:09.376889+00
26566,childcare,pcf sparkletots preschool @ nee soon south blk 852 (cc),760852,1.41608349029243,103.836622435461,2,55,268,15361,,2025-11-01 15:11:09.376889+00
26567,childcare,pcf sparkletots preschool @ nee soon south blk 875 (ds),760875,1.41476320802965,103.836287026877,2,55,268,29138,,2025-11-01 15:11:09.376889+00
26568,childcare,pcf sparkletots preschool @ nee soon south blk 879 (cc),760879,1.41450210768714,103.835974005467,2,55,268,29138,,2025-11-01 15:11:09.376889+00
26569,childcare,pcf sparkletots preschool @ pasir ris central blk 412 (cc),510412,1.37338381428121,103.9550956813,2,14,168,39964,,2025-11-01 15:11:09.376889+00
26570,childcare,pcf sparkletots preschool @ pasir ris central blk 426 (ds),510426,1.36995839383355,103.955787850586,2,14,168,39850,,2025-11-01 15:11:09.376889+00
26571,childcare,pcf sparkletots preschool @ pasir ris west blk 650 (ey),510650,1.3787276306202,103.93807532698,2,14,233,41438,,2025-11-01 15:11:09.376889+00
26572,childcare,nashwa childcare centre pte ltd,640406,1.35431435096414,103.722395946182,2,13,261,13069,,2025-11-01 15:11:09.376889+00
26573,childcare,new life community services,730580,1.43058439313543,103.796276095847,2,33,304,15281,,2025-11-01 15:11:09.376889+00
26574,childcare,new life community services,677740,1.38615152657352,103.766913013723,2,5,248,14383,,2025-11-01 15:11:09.376889+00
26575,childcare,new life community services,677899,1.38060512479732,103.760041590511,2,9,244,27126,,2025-11-01 15:11:09.376889+00
26576,childcare,nissi childcare @ pasir ris pte. ltd.,510443,1.36949284240389,103.957348089003,2,14,168,41361,,2025-11-01 15:11:09.376889+00
26577,childcare,nobleland arts n learning place @ bishan pte. ltd.,576101,1.35287756821349,103.842430372745,2,51,331,24409,,2025-11-01 15:11:09.376889+00
26578,childcare,nobleland arts n learning place @clementi pte. ltd.,123311,1.32010579277987,103.765573471213,2,10,119,1263,,2025-11-01 15:11:09.376889+00
26579,childcare,nobleland arts n learning place @punggol pte. ltd.,820261,1.40541353322573,103.896823897364,2,16,275,30659,,2025-11-01 15:11:09.376889+00
26580,childcare,nobleland arts n learning place @waterway pte. ltd.,821665,1.40212769018931,103.913578466154,2,16,276,40800,,2025-11-01 15:11:09.376889+00
26581,childcare,nurtured nest bukit timah pte. ltd.,289627,1.33085621475231,103.799435798011,2,6,191,19511,,2025-11-01 15:11:09.376889+00
26582,childcare,nurturestars child care,319387,1.32988651246208,103.854213741098,2,29,96,13092,,2025-11-01 15:11:09.376889+00
26583,childcare,nurturestars child care,828654,1.41011328238339,103.906031928713,2,16,292,43320,,2025-11-01 15:11:09.376889+00
26584,childcare,nurturestars child care,649848,1.33500721695144,103.706278740337,2,13,105,25766,,2025-11-01 15:11:09.376889+00
26585,childcare,nurturestars pte. ltd.,528882,1.34471105912249,103.941701196124,2,47,179,39649,,2025-11-01 15:11:09.376889+00
26586,childcare,nurturestars pte. ltd.,0,1.27769636275605,103.816909721519,2,4,35,7264,,2025-11-01 15:11:09.376889+00
26587,childcare,nurturestars pte. ltd.,769027,1.42429841521181,103.840901854867,2,55,268,29107,,2025-11-01 15:11:09.376889+00
26588,childcare,nuture tots pre-school pte. ltd.,519923,1.38052712441396,103.947689142551,2,14,233,41335,,2025-11-01 15:11:09.376889+00
26589,childcare,odyssey the global preschool pte ltd,436559,1.30189460010195,103.887506208698,2,39,300,2258,,2025-11-01 15:11:09.376889+00
26590,childcare,odyssey the global preschool pte ltd,423934,1.30694170575325,103.909586441277,2,1,118,43535,,2025-11-01 15:11:09.376889+00
26591,childcare,odyssey the global preschool pte. ltd.,268669,1.32840622485116,103.796562616476,2,6,148,21628,,2025-11-01 15:11:09.376889+00
26592,childcare,odyssey the global preschool pte. ltd.,506996,1.37973522967485,103.962239918786,2,14,255,41367,,2025-11-01 15:11:09.376889+00
26593,childcare,odyssey the global preschool pte. ltd.,239128,1.29778849005546,103.839164688611,2,34,87,5064,,2025-11-01 15:11:09.376889+00
26594,childcare,orion preschool,436959,1.31292851816829,103.893695093782,2,53,121,5212,,2025-11-01 15:11:09.376889+00
26595,childcare,our children's house pte ltd,536186,1.34656519093061,103.882794424347,2,11,202,17823,,2025-11-01 15:11:09.376889+00
26596,childcare,pariposa pte ltd,596709,1.33962372996135,103.768994382449,2,6,152,32230,,2025-11-01 15:11:09.376889+00
26597,childcare,pat’s schoolhouse pte ltd,309198,1.32013076486143,103.840793913264,2,25,140,2826,,2025-11-01 15:11:09.376889+00
26598,childcare,pat’s schoolhouse pte ltd,118257,1.28903987852683,103.790501733257,2,17,65,10208,,2025-11-01 15:11:09.376889+00
26599,childcare,pat's schoolhouse pte ltd,229541,1.30839392038818,103.829785239581,2,44,63,5846,,2025-11-01 15:11:09.376889+00
26600,childcare,pat's schoolhouse pte ltd,277114,1.31819882345308,103.778897942036,2,6,132,3266,,2025-11-01 15:11:09.376889+00
26601,childcare,pat's schoolhouse pte ltd,159921,1.29147856876706,103.819812966428,2,4,66,180,,2025-11-01 15:11:09.376889+00
26602,childcare,pat's schoolhouse pte ltd,228126,1.30389868987309,103.847965265346,2,44,74,4902,,2025-11-01 15:11:09.376889+00
26603,childcare,pat's schoolhouse pte ltd,277618,1.32840951936828,103.793207334921,2,6,98,25146,,2025-11-01 15:11:09.376889+00
26604,childcare,pat's schoolhouse pte ltd,309763,1.31763329024158,103.839896398661,2,25,140,2837,,2025-11-01 15:11:09.376889+00
26605,childcare,pat's schoolhouse pte ltd,423935,1.30629637357282,103.909282167702,2,39,72,43540,,2025-11-01 15:11:09.376889+00
26606,childcare,pat's schoolhouse pte ltd,568046,1.38070847224411,103.846499628572,2,52,252,14349,,2025-11-01 15:11:09.376889+00
26607,childcare,pat's schoolhouse pte ltd,618593,1.32696553373981,103.724646634457,2,13,208,36652,,2025-11-01 15:11:09.376889+00
26608,childcare,pat's schoolhouse pte ltd,188647,1.29902392327798,103.84943703899,2,35,80,408,,2025-11-01 15:11:09.376889+00
26609,childcare,pat's schoolhouse pte. ltd.,534625,1.35442697705056,103.878038102068,2,11,162,28657,,2025-11-01 15:11:09.376889+00
26610,childcare,pat's schoolhouse pte. ltd.,539830,1.3545598905911,103.882799734743,2,11,186,22509,,2025-11-01 15:11:09.376889+00
26611,childcare,pat's schoolhouse pte. ltd.,758352,1.41694199050703,103.815972866295,2,50,326,22892,,2025-11-01 15:11:09.376889+00
26612,childcare,pat's schoolhouse pte. ltd.,237994,1.29380234644511,103.83175791999,2,36,15,6019,,2025-11-01 15:11:09.376889+00
26613,childcare,pat's schoolhouse pte. ltd.,127309,1.29326170773662,103.766675957563,2,10,57,1155,,2025-11-01 15:11:09.376889+00
26614,childcare,pcf sparkletots preschool @ admiralty blk 581 (ds),730581,1.42989029250495,103.796403908477,2,33,304,30283,,2025-11-01 15:11:09.376889+00
26615,childcare,pcf sparkletots preschool @ admiralty blk 585 (cc),730585,1.42941559093972,103.795399902097,2,33,304,29891,,2025-11-01 15:11:09.376889+00
26616,childcare,pcf sparkletots preschool @ admiralty blk 687b (ds),732687,1.44188537579835,103.80716195226,2,33,270,21978,,2025-11-01 15:11:09.376889+00
26617,childcare,pcf sparkletots preschool @ ang mo kio-hougang blk 452 (ds),530452,1.3784914423889,103.896307995728,2,11,223,28617,,2025-11-01 15:11:09.376889+00
26618,childcare,pcf sparkletots preschool @ ang mo kio-hougang blk 535 (ds),530535,1.37644173875212,103.890133776807,2,11,228,30646,,2025-11-01 15:11:09.376889+00
26619,childcare,pcf sparkletots preschool @ ang mo kio-hougang blk 632 (ds),530632,1.37056741706023,103.880591946023,2,11,228,35561,,2025-11-01 15:11:09.376889+00
26620,childcare,pcf sparkletots preschool @ ang mo kio-hougang blk 642 (cc),530642,1.37170342684885,103.879938979626,2,11,228,13302,,2025-11-01 15:11:09.376889+00
26621,childcare,pcf sparkletots preschool @ ang mo kio-hougang blk 937 (cc),530937,1.37474486963049,103.879297108653,2,11,243,27901,,2025-11-01 15:11:09.376889+00
26622,childcare,pcf sparkletots preschool @ ayer rajah blk 275a (cc),641275,1.3524129344066,103.702221238758,2,13,183,35158,,2025-11-01 15:11:09.376889+00
26623,childcare,pcf sparkletots preschool @ ayer rajah blk 41 (cc),600041,1.32158737549409,103.740986913855,2,12,122,1417,,2025-11-01 15:11:09.376889+00
26624,childcare,pcf sparkletots preschool @ ayer rajah blk 48 (ds),600048,1.32049772842145,103.739967674523,2,12,122,1287,,2025-11-01 15:11:09.376889+00
26625,childcare,pcf sparkletots preschool @ ayer rajah blk 748 (cc),640748,1.34775336460253,103.697968714645,2,13,259,22040,,2025-11-01 15:11:09.376889+00
26626,childcare,pcf sparkletots preschool @ bedok blk 13 (cc),460013,1.32040511325762,103.936741213875,2,1,157,45577,,2025-11-01 15:11:09.376889+00
26627,childcare,pcf sparkletots preschool @ bedok blk 30 (ds),461030,1.32352677837467,103.9364238972,2,1,157,45518,,2025-11-01 15:11:09.376889+00
26628,childcare,pcf sparkletots preschool @ bedok reservoir punggol blk 414 (ds),530414,1.37490432555167,103.895995988498,2,11,223,28614,,2025-11-01 15:11:09.376889+00
26629,childcare,pcf sparkletots preschool @ bedok reservoir punggol blk 475c (ds),533475,1.37521818176541,103.899995257604,2,11,223,33192,,2025-11-01 15:11:09.376889+00
26630,childcare,pcf sparkletots preschool @ bedok reservoir punggol blk 713 (ds),470713,1.33631179918593,103.922392174488,2,1,215,41938,,2025-11-01 15:11:09.376889+00
26631,childcare,pcf sparkletots preschool @ bedok reservoir-punggol blk 470c (cc),533470,1.37846689160533,103.900804197405,2,11,223,33192,,2025-11-01 15:11:09.376889+00
26632,childcare,pcf sparkletots preschool @ bedok reservoir-punggol blk 508 (cc),530508,1.37169360282794,103.887728572967,2,11,228,37068,,2025-11-01 15:11:09.376889+00
26633,childcare,pcf sparkletots preschool @ bishan east-sin ming blk 181 (cc),570181,1.34913809511779,103.852878509655,2,51,178,32090,,2025-11-01 15:11:09.376889+00
26634,childcare,pcf sparkletots preschool @ bishan east-sin ming blk 409 (cc),570409,1.36221018842363,103.834946050889,2,51,328,25263,,2025-11-01 15:11:09.376889+00
26635,childcare,pcf sparkletots preschool @ boon lay blk 207 (ds),640207,1.34658609503224,103.713568354858,2,13,197,37100,,2025-11-01 15:11:09.376889+00
26636,childcare,pcf sparkletots preschool @ boon lay blk 627 (cc),640627,1.34196773400103,103.698889715265,2,13,214,21200,,2025-11-01 15:11:09.376889+00
26637,childcare,pcf sparkletots preschool @ braddell heights blk 246 (cc),550246,1.35192269829046,103.869660837587,2,21,177,28243,,2025-11-01 15:11:09.376889+00
26638,childcare,pcf sparkletots preschool @ braddell heights blk 335 (cc),550335,1.34943117270058,103.870921138016,2,21,177,30468,,2025-11-01 15:11:09.376889+00
26639,childcare,pcf sparkletots preschool @ braddell heights blk 417 (ds),550417,1.34993638310019,103.875055744068,2,21,201,19024,,2025-11-01 15:11:09.376889+00
26640,childcare,pcf sparkletots preschool @ brickland blk 489b (cc),682489,1.37573635851096,103.73958459316,2,9,232,34757,,2025-11-01 15:11:09.376889+00
26641,childcare,pcf sparkletots preschool @ brickland blk 801 (ds),680801,1.37524902480591,103.743449894478,2,9,173,31452,,2025-11-01 15:11:09.376889+00
26642,childcare,pcf sparkletots preschool @ brickland blk 807c (cc),683807,1.37615600164615,103.745821324088,2,9,173,35587,,2025-11-01 15:11:09.376889+00
26643,childcare,pcf sparkletots preschool @ brickland blk 810 (cc),680810,1.3740546168495,103.746160951687,2,9,173,32137,,2025-11-01 15:11:09.376889+00
26644,childcare,pcf sparkletots preschool @ bukit batok blk 118 (cc),650118,1.35002280685039,103.746498304213,2,3,200,29703,,2025-11-01 15:11:09.376889+00
26645,childcare,pcf sparkletots preschool @ bukit batok blk 178 (cc),650178,1.34605459526359,103.742605880713,2,3,199,14717,,2025-11-01 15:11:09.376889+00
26646,childcare,pcf sparkletots preschool @ bukit batok blk 206 (cc),650206,1.34667191928996,103.749383477951,2,3,200,14714,,2025-11-01 15:11:09.376889+00
26647,childcare,pcf sparkletots preschool @ bukit batok blk 293 (cc),650293,1.34600531453664,103.755359119651,2,3,200,29609,,2025-11-01 15:11:09.376889+00
26648,childcare,pcf sparkletots preschool @ bukit batok east blk 208 (cc),600208,1.33843639347682,103.742666852758,2,12,195,18717,,2025-11-01 15:11:09.376889+00
26649,childcare,pcf sparkletots preschool @ bukit batok east blk 271 (cc),600271,1.34168199142419,103.746245538056,2,12,195,23155,,2025-11-01 15:11:09.376889+00
26650,childcare,pcf sparkletots preschool @ bukit gombak blk 395a (cc),651395,1.36393821025712,103.751896014219,2,3,221,32197,,2025-11-01 15:11:09.376889+00
26651,childcare,pcf sparkletots preschool @ bukit gombak blk 512 (cc),650512,1.35398084471933,103.752778236663,2,3,182,29781,,2025-11-01 15:11:09.376889+00
26652,childcare,pcf sparkletots preschool @ bukit gombak blk 535 (ds),650535,1.35497074807122,103.750399552477,2,3,182,32182,,2025-11-01 15:11:09.376889+00
26653,childcare,pcf sparkletots preschool @ bukit panjang blk 111 (ey),670111,1.37816746354443,103.768365662696,2,5,172,27136,,2025-11-01 15:11:09.376889+00
26654,childcare,pcf sparkletots preschool @ bukit panjang blk 226 (ey),670226,1.37523655433938,103.772368432964,2,5,230,14354,,2025-11-01 15:11:09.376889+00
26655,childcare,pcf sparkletots preschool @ bukit panjang blk 254 (ey),670254,1.3795933191683,103.773854607762,2,5,230,30513,,2025-11-01 15:11:09.376889+00
